"fips","geoid","name","eviction_definition","historical_average_start_year","historical_average_end_year"
"55065","0500000US55065","Lafayette County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55067","0500000US55067","Langlade County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55069","0500000US55069","Lincoln County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55071","0500000US55071","Manitowoc County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55073","0500000US55073","Marathon County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55075","0500000US55075","Marinette County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55077","0500000US55077","Marquette County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55078","0500000US55078","Menominee County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55079","0500000US55079","Milwaukee County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55081","0500000US55081","Monroe County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55083","0500000US55083","Oconto County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55085","0500000US55085","Oneida County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55087","0500000US55087","Outagamie County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55089","0500000US55089","Ozaukee County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55091","0500000US55091","Pepin County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55093","0500000US55093","Pierce County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55095","0500000US55095","Polk County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55097","0500000US55097","Portage County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55099","0500000US55099","Price County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55101","0500000US55101","Racine County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55103","0500000US55103","Richland County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55105","0500000US55105","Rock County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55107","0500000US55107","Rusk County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55109","0500000US55109","St. Croix County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55111","0500000US55111","Sauk County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55113","0500000US55113","Sawyer County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55115","0500000US55115","Shawano County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55117","0500000US55117","Sheboygan County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55119","0500000US55119","Taylor County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55121","0500000US55121","Trempealeau County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55123","0500000US55123","Vernon County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55125","0500000US55125","Vilas County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55127","0500000US55127","Walworth County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55129","0500000US55129","Washburn County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55131","0500000US55131","Washington County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55133","0500000US55133","Waukesha County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55135","0500000US55135","Waupaca County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55137","0500000US55137","Waushara County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55139","0500000US55139","Winnebago County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55141","0500000US55141","Wood County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"72001","0500000US72001","Adjuntas Municipio, Puerto Rico","desahucio","2019","2019"
"72003","0500000US72003","Aguada Municipio, Puerto Rico","desahucio","2019","2019"
"72005","0500000US72005","Aguadilla Municipio, Puerto Rico","desahucio","2019","2019"
"72007","0500000US72007","Aguas Buenas Municipio, Puerto Rico","desahucio","2019","2019"
"72009","0500000US72009","Aibonito Municipio, Puerto Rico","desahucio","2019","2019"
"72011","0500000US72011","Añasco Municipio, Puerto Rico","desahucio","2019","2019"
"72013","0500000US72013","Arecibo Municipio, Puerto Rico","desahucio","2019","2019"
"72015","0500000US72015","Arroyo Municipio, Puerto Rico","desahucio","2019","2019"
"72017","0500000US72017","Barceloneta Municipio, Puerto Rico","desahucio","2019","2019"
"72019","0500000US72019","Barranquitas Municipio, Puerto Rico","desahucio","2019","2019"
"72021","0500000US72021","Bayamón Municipio, Puerto Rico","desahucio","2019","2019"
"72023","0500000US72023","Cabo Rojo Municipio, Puerto Rico","desahucio","2019","2019"
"72025","0500000US72025","Caguas Municipio, Puerto Rico","desahucio","2019","2019"
"72027","0500000US72027","Camuy Municipio, Puerto Rico","desahucio","2019","2019"
"72029","0500000US72029","Canóvanas Municipio, Puerto Rico","desahucio","2019","2019"
"72031","0500000US72031","Carolina Municipio, Puerto Rico","desahucio","2019","2019"
"72033","0500000US72033","Cataño Municipio, Puerto Rico","desahucio","2019","2019"
"72035","0500000US72035","Cayey Municipio, Puerto Rico","desahucio","2019","2019"
"72037","0500000US72037","Ceiba Municipio, Puerto Rico","desahucio","2019","2019"
"72039","0500000US72039","Ciales Municipio, Puerto Rico","desahucio","2019","2019"
"72041","0500000US72041","Cidra Municipio, Puerto Rico","desahucio","2019","2019"
"72043","0500000US72043","Coamo Municipio, Puerto Rico","desahucio","2019","2019"
"72045","0500000US72045","Comerío Municipio, Puerto Rico","desahucio","2019","2019"
"72047","0500000US72047","Corozal Municipio, Puerto Rico","desahucio","2019","2019"
"72049","0500000US72049","Culebra Municipio, Puerto Rico","desahucio","2019","2019"
"72051","0500000US72051","Dorado Municipio, Puerto Rico","desahucio","2019","2019"
"72053","0500000US72053","Fajardo Municipio, Puerto Rico","desahucio","2019","2019"
"72054","0500000US72054","Florida Municipio, Puerto Rico","desahucio","2019","2019"
"72055","0500000US72055","Guánica Municipio, Puerto Rico","desahucio","2019","2019"
"72057","0500000US72057","Guayama Municipio, Puerto Rico","desahucio","2019","2019"
"72059","0500000US72059","Guayanilla Municipio, Puerto Rico","desahucio","2019","2019"
"72061","0500000US72061","Guaynabo Municipio, Puerto Rico","desahucio","2019","2019"
"72063","0500000US72063","Gurabo Municipio, Puerto Rico","desahucio","2019","2019"
"72065","0500000US72065","Hatillo Municipio, Puerto Rico","desahucio","2019","2019"
"72067","0500000US72067","Hormigueros Municipio, Puerto Rico","desahucio","2019","2019"
"72069","0500000US72069","Humacao Municipio, Puerto Rico","desahucio","2019","2019"
"72071","0500000US72071","Isabela Municipio, Puerto Rico","desahucio","2019","2019"
"72073","0500000US72073","Jayuya Municipio, Puerto Rico","desahucio","2019","2019"
"72075","0500000US72075","Juana Díaz Municipio, Puerto Rico","desahucio","2019","2019"
"72077","0500000US72077","Juncos Municipio, Puerto Rico","desahucio","2019","2019"
"72079","0500000US72079","Lajas Municipio, Puerto Rico","desahucio","2019","2019"
"72081","0500000US72081","Lares Municipio, Puerto Rico","desahucio","2019","2019"
"72085","0500000US72085","Las Piedras Municipio, Puerto Rico","desahucio","2019","2019"
"72087","0500000US72087","Loíza Municipio, Puerto Rico","desahucio","2019","2019"
"72089","0500000US72089","Luquillo Municipio, Puerto Rico","desahucio","2019","2019"
"72091","0500000US72091","Manatí Municipio, Puerto Rico","desahucio","2019","2019"
"72093","0500000US72093","Maricao Municipio, Puerto Rico","desahucio","2019","2019"
"72095","0500000US72095","Maunabo Municipio, Puerto Rico","desahucio","2019","2019"
"72097","0500000US72097","Mayagüez Municipio, Puerto Rico","desahucio","2019","2019"
"72099","0500000US72099","Moca Municipio, Puerto Rico","desahucio","2019","2019"
"72101","0500000US72101","Morovis Municipio, Puerto Rico","desahucio","2019","2019"
"72103","0500000US72103","Naguabo Municipio, Puerto Rico","desahucio","2019","2019"
"72105","0500000US72105","Naranjito Municipio, Puerto Rico","desahucio","2019","2019"
"72107","0500000US72107","Orocovis Municipio, Puerto Rico","desahucio","2019","2019"
"72109","0500000US72109","Patillas Municipio, Puerto Rico","desahucio","2019","2019"
"72111","0500000US72111","Peñuelas Municipio, Puerto Rico","desahucio","2019","2019"
"72113","0500000US72113","Ponce Municipio, Puerto Rico","desahucio","2019","2019"
"72115","0500000US72115","Quebradillas Municipio, Puerto Rico","desahucio","2019","2019"
"72117","0500000US72117","Rincón Municipio, Puerto Rico","desahucio","2019","2019"
"72119","0500000US72119","Río Grande Municipio, Puerto Rico","desahucio","2019","2019"
"72121","0500000US72121","Sabana Grande Municipio, Puerto Rico","desahucio","2019","2019"
"72123","0500000US72123","Salinas Municipio, Puerto Rico","desahucio","2019","2019"
"72125","0500000US72125","San Germán Municipio, Puerto Rico","desahucio","2019","2019"
"72127","0500000US72127","San Juan Municipio, Puerto Rico","desahucio","2019","2019"
"72129","0500000US72129","San Lorenzo Municipio, Puerto Rico","desahucio","2019","2019"
"72131","0500000US72131","San Sebastián Municipio, Puerto Rico","desahucio","2019","2019"
"72133","0500000US72133","Santa Isabel Municipio, Puerto Rico","desahucio","2019","2019"
"72135","0500000US72135","Toa Alta Municipio, Puerto Rico","desahucio","2019","2019"
"72137","0500000US72137","Toa Baja Municipio, Puerto Rico","desahucio","2019","2019"
"72139","0500000US72139","Trujillo Alto Municipio, Puerto Rico","desahucio","2019","2019"
"72141","0500000US72141","Utuado Municipio, Puerto Rico","desahucio","2019","2019"
"72143","0500000US72143","Vega Alta Municipio, Puerto Rico","desahucio","2019","2019"
"72145","0500000US72145","Vega Baja Municipio, Puerto Rico","desahucio","2019","2019"
"72147","0500000US72147","Vieques Municipio, Puerto Rico","desahucio","2019","2019"
"72149","0500000US72149","Villalba Municipio, Puerto Rico","desahucio","2019","2019"
"72151","0500000US72151","Yabucoa Municipio, Puerto Rico","desahucio","2019","2019"
"72153","0500000US72153","Yauco Municipio, Puerto Rico","desahucio","2019","2019"
"78","0400000US78","United States Virgin Islands","civil - real property - forcible entry, detainer, and restitution","2016","2019"
"78","0400000US78","United States Virgin Islands","civil - real property - forcible entry, detainer, and restitution","2016","2019"
